,index,date,content,renderedContent,hashtags,likeCount,location
64,64,2020-03-27 10:08:09+00:00,"Our global team is settling into their #WFH setups during these times. Some #tips to keep up the #productivity? Find a place to separate work from leisure, take some breaks, do something active, and coffee, lots of coffee ☕. https://t.co/kAastsidY4","Our global team is settling into their #WFH setups during these times. Some #tips to keep up the #productivity? Find a place to separate work from leisure, take some breaks, do something active, and coffee, lots of coffee ☕. https://t.co/kAastsidY4","('WFH', 'tips', 'productivity')",6,New York
65,65,2020-03-27 02:58:12+00:00,"After interviewing my Wall Street guest via Skype from our dining room,  I told my son, “Now you know how daddy works” thanks to #wfh. He shot back, “Now you know how Justin works” as he studied online. @ Midtown East https://t.co/kJYE9SxOiQ","After interviewing my Wall Street guest via Skype from our dining room,  I told my son, “Now you know how daddy works” thanks to #wfh. He shot back, “Now you know how Justin works” as he studied online. @ Midtown East instagram.com/p/B-OJ2jqFBpq/…","('wfh',)",2,New York
66,66,2020-03-26 23:40:19+00:00,The #jungle in our home #trinkets from #mexico taking a break from the big screen while #wfh #grateful for the roof over my head with my sweet melicious and sweet friend aidi. #nyc if you can #wfh #stayhome enjoy all… https://t.co/9uf1mn5McZ,The #jungle in our home #trinkets from #mexico taking a break from the big screen while #wfh #grateful for the roof over my head with my sweet melicious and sweet friend aidi. #nyc if you can #wfh #stayhome enjoy all… instagram.com/p/B-NzNVVlQio/…,"('jungle', 'trinkets', 'mexico', 'wfh', 'grateful', 'nyc', 'wfh', 'stayhome')",0,New York
67,67,2020-03-26 22:24:55+00:00,Rooftop publishing? #WFH from a rooftop in Midtown Manhattan. @ Eastside of Manhattan (Midtown) https://t.co/P2zhowtd3r,Rooftop publishing? #WFH from a rooftop in Midtown Manhattan. @ Eastside of Manhattan (Midtown) instagram.com/p/B-NqlIhlYRa/…,"('WFH',)",0,New York
68,68,2020-03-26 21:56:55+00:00,WANTED: recommendations for a comfortable (and cute would be nice) desk chair withOUT wheels? In the $100-200 ballpark? Please and thank you! #wfh #wfhlife https://t.co/R34sRF95a8,WANTED: recommendations for a comfortable (and cute would be nice) desk chair withOUT wheels? In the $100-200 ballpark? Please and thank you! #wfh #wfhlife https://t.co/R34sRF95a8,"('wfh', 'wfhlife')",3,New York
69,69,2020-03-26 20:25:52+00:00,"When you need to updated your #WFH wardrobe you get creative! I am no @juneambrose but check out her fashion tips. Show me your new stay at home looks! #covid_19 #UniverseUnited #myworkmytravels📸 @ New York, New York https://t.co/1ufGEZcb4O","When you need to updated your #WFH wardrobe you get creative! I am no @juneambrose but check out her fashion tips. Show me your new stay at home looks! #covid_19 #UniverseUnited #myworkmytravels📸 @ New York, New York instagram.com/p/B-Nc9BFBhqc/…","('WFH', 'covid_19', 'UniverseUnited', 'myworkmytravels')",0,New York
70,70,2020-03-26 19:04:47+00:00,@byron_cpa And the scary part is it was not that long ago! #wfh #remoteaccess,@byron_cpa And the scary part is it was not that long ago! #wfh #remoteaccess,"('wfh', 'remoteaccess')",0,New York
71,71,2020-03-26 18:46:49+00:00,Got out of my two zoom calls today. If that’s not a #WFH win idk what is.,Got out of my two zoom calls today. If that’s not a #WFH win idk what is.,"('WFH',)",0,New York
72,72,2020-03-26 15:24:48+00:00,#wfh is not for everyone.,#wfh is not for everyone.,"('wfh',)",0,New York
73,73,2020-03-26 14:52:04+00:00,I should update/edit my @PHDcomics mug. #AcademicChatter #workingfromhome #wfh #withaphd https://t.co/L2evPzGOn6,I should update/edit my @PHDcomics mug. #AcademicChatter #workingfromhome #wfh #withaphd https://t.co/L2evPzGOn6,"('AcademicChatter', 'workingfromhome', 'wfh', 'withaphd')",2,New York
74,74,2020-03-26 14:00:15+00:00,"Day 14 of #selfquarantine I think I’ve started to suffer #novinophobia 🍷😬 #covid19 #stayathome #wfh #workfromhome @ Jamaica Estates, Queens https://t.co/BjuR883WuH","Day 14 of #selfquarantine I think I’ve started to suffer #novinophobia 🍷😬 #covid19 #stayathome #wfh #workfromhome @ Jamaica Estates, Queens instagram.com/p/B-Mw0qinHUB/…","('selfquarantine', 'novinophobia', 'covid19', 'stayathome', 'wfh', 'workfromhome')",0,New York
75,75,2020-03-26 13:31:08+00:00,"#WFH 
Let me know what’s in your at home wardrobe 

#ootd #ootn #trend #cool #style #inspiration #glam #mood #posh #classic #edgy #fashion #nylonista #nylonistastyle #instafashion #instastyle #instainspo… https://t.co/4nUco9YSRl","#WFH 
Let me know what’s in your at home wardrobe 

#ootd #ootn #trend #cool #style #inspiration #glam #mood #posh #classic #edgy #fashion #nylonista #nylonistastyle #instafashion #instastyle #instainspo… instagram.com/p/B-MtfZdp6sq/…","('WFH', 'ootd', 'ootn', 'trend', 'cool', 'style', 'inspiration', 'glam', 'mood', 'posh', 'classic', 'edgy', 'fashion', 'nylonista', 'nylonistastyle', 'instafashion', 'instastyle', 'instainspo')",2,New York
76,76,2020-03-26 12:27:03+00:00,I’m a hospital pharmacist in NYC and I’m currently #WFH in order to preserve healthy staff to come in next. This is where we are in the battle.,I’m a hospital pharmacist in NYC and I’m currently #WFH in order to preserve healthy staff to come in next. This is where we are in the battle.,"('WFH',)",2,New York
77,77,2020-03-26 01:46:11+00:00,Lovely family reunion via Zoom. Miss u guys! #familymeeting #wfh #stayhome https://t.co/la971dlXDv,Lovely family reunion via Zoom. Miss u guys! #familymeeting #wfh #stayhome https://t.co/la971dlXDv,"('familymeeting', 'wfh', 'stayhome')",2,New York
78,78,2020-03-26 01:18:35+00:00,"Workflow and Dinner... Double Quarter Ponder with bacon and cheese, fries  and a shamrock  shake ☘️ 🍟 🧀 🍽 🍔🍟🥓🥤 ☝🏽😋🇺🇸mcdonalds #WFH #supersinghs🙏🏽🕉🇺🇸 @ Shawn’s Fortress of Solitude https://t.co/HcfUT1L7oh","Workflow and Dinner... Double Quarter Ponder with bacon and cheese, fries  and a shamrock  shake ☘️ 🍟 🧀 🍽 🍔🍟🥓🥤 ☝🏽😋🇺🇸mcdonalds #WFH #supersinghs🙏🏽🕉🇺🇸 @ Shawn’s Fortress of Solitude instagram.com/p/B-LZp0Fj6KwO…","('WFH', 'supersinghs')",0,New York
79,79,2020-03-26 01:11:49+00:00,"my coworker is #supercute but totally lacks focus.

#wfh #therealprincetrouble #stayhome but #stayconnected #yorkiesofinstagram @ New York, New York https://t.co/1sCLeOk0yT","my coworker is #supercute but totally lacks focus.

#wfh #therealprincetrouble #stayhome but #stayconnected #yorkiesofinstagram @ New York, New York instagram.com/p/B-LY3_8JYrN/…","('supercute', 'wfh', 'therealprincetrouble', 'stayhome', 'stayconnected', 'yorkiesofinstagram')",1,New York
80,80,2020-03-25 22:59:41+00:00,Its chilly 🥶 out this evening 🧣 #WFH @ Shawn’s Fortress of Solitude https://t.co/WNm5AbkZn6,Its chilly 🥶 out this evening 🧣 #WFH @ Shawn’s Fortress of Solitude instagram.com/p/B-LJwvFD7ir3…,"('WFH',)",0,New York
81,81,2020-03-25 21:35:46+00:00,Getting a little mentally stressed. Would you guys mind commenting with photos of what your surroundings look like? Bonus points for outdoor shots (only if it’s safe) 🙏🏽#stuckathome #WFH #QuarantineLife #CoronavirusLockdown,Getting a little mentally stressed. Would you guys mind commenting with photos of what your surroundings look like? Bonus points for outdoor shots (only if it’s safe) 🙏🏽#stuckathome #WFH #QuarantineLife #CoronavirusLockdown,"('stuckathome', 'WFH', 'QuarantineLife', 'CoronavirusLockdown')",2,New York
82,82,2020-03-25 21:25:30+00:00,My sister working from home: “COME GET YOUR NEPHEW BEFORE HE MEETS JESUS!” #WFH https://t.co/aaEKZmScTb,My sister working from home: “COME GET YOUR NEPHEW BEFORE HE MEETS JESUS!” #WFH https://t.co/aaEKZmScTb,"('WFH',)",2,New York
83,83,2020-03-25 21:10:08+00:00,Definitely a big help when you do not have a scanner available at home. #wfh #scan2pdf https://t.co/NFqLFfEJkx,Definitely a big help when you do not have a scanner available at home. #wfh #scan2pdf twitter.com/byron_cpa/stat…,"('wfh', 'scan2pdf')",2,New York
84,84,2020-03-25 19:38:29+00:00,Need a refill of java ☝🏽☕️😴🖥⌨️🖱📲⌚️ #wfh @ Guardian Life Insurance Company of America &amp; Forest Hills Financial Group https://t.co/khCHg6Tng1,Need a refill of java ☝🏽☕️😴🖥⌨️🖱📲⌚️ #wfh @ Guardian Life Insurance Company of America &amp; Forest Hills Financial Group instagram.com/p/B-KyvM4jKEQJ…,"('wfh',)",0,New York
85,85,2020-03-25 19:30:53+00:00,I’ve been challenged by @Geek_a_Chu to post my #WFH #ScienceFromHome selfie - taken w/ my garden of indoor plants!! Challenging @josephineywu @meghanpinezich @GarrettBeeghly @fleisharon @KaceyRonaldson @PamGraney @Youngbinkim0 @ChildsHannah @MATamargo @DiogoTeles to share theirs! https://t.co/jOumlAB3gs https://t.co/GqWzil2Q3x,I’ve been challenged by @Geek_a_Chu to post my #WFH #ScienceFromHome selfie - taken w/ my garden of indoor plants!! Challenging @josephineywu @meghanpinezich @GarrettBeeghly @fleisharon @KaceyRonaldson @PamGraney @Youngbinkim0 @ChildsHannah @MATamargo @DiogoTeles to share theirs! twitter.com/Geek_a_Chu/sta… https://t.co/GqWzil2Q3x,"('WFH', 'ScienceFromHome')",12,New York
86,86,2020-03-25 19:29:17+00:00,"Upgraded my @GetSpectrum internet speed due to #WFH. Apparently professional install needed to literally come and do a speed test. No equipment changes. No wiring. Literally nothing!

1. Cost was $200!
2. You’re sending employees into homes during a pandemic for this?! 

Cool","Upgraded my @GetSpectrum internet speed due to #WFH. Apparently professional install needed to literally come and do a speed test. No equipment changes. No wiring. Literally nothing!

1. Cost was $200!
2. You’re sending employees into homes during a pandemic for this?! 

Cool","('WFH',)",0,New York
87,87,2020-03-25 19:14:09+00:00,Damn lunch 🍽made ☝🏽me sleepy  #wfh 😴  babygirlc78 #supersinghs🙏🏽🕉🇺🇸 #ny1pic @ Shawn’s Fortress of Solitude https://t.co/02sX7moSjR,Damn lunch 🍽made ☝🏽me sleepy  #wfh 😴  babygirlc78 #supersinghs🙏🏽🕉🇺🇸 #ny1pic @ Shawn’s Fortress of Solitude instagram.com/p/B-Kv87xD1KfC…,"('wfh', 'supersinghs', 'ny1pic')",0,New York
88,88,2020-03-25 19:02:25+00:00,Homemade lunch ☝🏽😋🍽 #wfh #girldad #remotelearning #supersinghs🙏🏽🕉🇺🇸 @ Shawn’s Fortress of Solitude https://t.co/doWYjTPckQ,Homemade lunch ☝🏽😋🍽 #wfh #girldad #remotelearning #supersinghs🙏🏽🕉🇺🇸 @ Shawn’s Fortress of Solitude instagram.com/p/B-Kumy7DgkSx…,"('wfh', 'girldad', 'remotelearning', 'supersinghs')",0,New York
89,89,2020-03-25 18:51:23+00:00,🎺Really excited about my neighbor practicing the trumpet while I #WFH,🎺Really excited about my neighbor practicing the trumpet while I #WFH,"('WFH',)",4,New York
90,90,2020-03-25 17:32:14+00:00,The special in the cafeteria today has me afraid to spill a drop in Conference Room MBR. HR has already warned me. #WFH https://t.co/VfcXCN4iq4,The special in the cafeteria today has me afraid to spill a drop in Conference Room MBR. HR has already warned me. #WFH https://t.co/VfcXCN4iq4,"('WFH',)",3,New York
91,91,2020-03-25 16:39:47+00:00,"did you know that the unemployment requirements have been updated? See how
📸 theccnyc 
#wfh #unemployment #needtoknow #news #employmentnews @ New York, New York https://t.co/NYLBarG8pD","did you know that the unemployment requirements have been updated? See how
📸 theccnyc 
#wfh #unemployment #needtoknow #news #employmentnews @ New York, New York instagram.com/p/B-KeSPYgo3i/…","('wfh', 'unemployment', 'needtoknow', 'news', 'employmentnews')",0,New York
92,92,2020-03-25 16:14:38+00:00,I’m seriously starting to lose track of what day of the week it is been in #selfquarantine for #week3 #WFH save me @Arsenal,I’m seriously starting to lose track of what day of the week it is been in #selfquarantine for #week3 #WFH save me @Arsenal,"('selfquarantine', 'week3', 'WFH')",0,New York
93,93,2020-03-25 14:55:13+00:00,"I’m wearing contacts for the first time today... A true makeover! 
Now, off to my living room 🛋 
#coronavirus #wfh https://t.co/ZWBXPm1fsD","I’m wearing contacts for the first time today... A true makeover! 
Now, off to my living room 🛋 
#coronavirus #wfh https://t.co/ZWBXPm1fsD","('coronavirus', 'wfh')",10,New York
94,94,2020-03-25 14:54:23+00:00,My #teacher @instagram account is too good. #teachertwitter #TeachFromHome #edchat #EDUcators #iteachmath #MTBoS #TEACHers #WorkFromHome #Teacher #wfh #teacherlife #werkinwednesday https://t.co/sh4wMfTbSc,My #teacher @instagram account is too good. #teachertwitter #TeachFromHome #edchat #EDUcators #iteachmath #MTBoS #TEACHers #WorkFromHome #Teacher #wfh #teacherlife #werkinwednesday https://t.co/sh4wMfTbSc,"('teacher', 'teachertwitter', 'TeachFromHome', 'edchat', 'EDUcators', 'iteachmath', 'MTBoS', 'TEACHers', 'WorkFromHome', 'Teacher', 'wfh', 'teacherlife', 'werkinwednesday')",1,New York
95,95,2020-03-25 13:46:45+00:00,Listen in as you #WFH https://t.co/V6e8OAp5s8,Listen in as you #WFH twitter.com/Planta/status/…,"('WFH',)",3,New York
96,96,2020-03-25 13:17:36+00:00,"#WFHWEDNESDAYS Our students and teachers are getting it done! #noslacking. 
SCHOOL’S IN SESSION:
✔️Chromebook💻
✔️No uniform👔
✔️Home🏡
#distancelearning #googleclassroom  #stayhome #WFH #TheMount #AllBoys #grades6through12 https://t.co/GTr4tjSAnR","#WFHWEDNESDAYS Our students and teachers are getting it done! #noslacking. 
SCHOOL’S IN SESSION:
✔️Chromebook💻
✔️No uniform👔
✔️Home🏡
#distancelearning #googleclassroom  #stayhome #WFH #TheMount #AllBoys #grades6through12 https://t.co/GTr4tjSAnR","('WFHWEDNESDAYS', 'noslacking', 'distancelearning', 'googleclassroom', 'stayhome', 'WFH', 'TheMount', 'AllBoys', 'grades6through12')",4,New York
97,97,2020-03-25 11:49:12+00:00,"walking into the living room with my work robe on to start the day!
📸 kristennoelcrawley 
#wednesday #wfh #fashion #workinggirls #workinggirlwednesday #wfhstyle @ New York, New York https://t.co/DeKIfrosGI","walking into the living room with my work robe on to start the day!
📸 kristennoelcrawley 
#wednesday #wfh #fashion #workinggirls #workinggirlwednesday #wfhstyle @ New York, New York instagram.com/p/B-J9A3lg3A6/…","('wednesday', 'wfh', 'fashion', 'workinggirls', 'workinggirlwednesday', 'wfhstyle')",1,New York
98,98,2020-03-25 01:18:34+00:00,"#WFH would be easier if I wasn’t taking care of my elderly parents. Mom has been sick &amp; I’m sheltering in place in #Brooklyn.Dad’s been worried &amp; heartsick. He has been at her bedside. Today, mom was able to get out of bed and they shared a tender moment together. #loveislove https://t.co/CR1YxfytQQ","#WFH would be easier if I wasn’t taking care of my elderly parents. Mom has been sick &amp; I’m sheltering in place in #Brooklyn.Dad’s been worried &amp; heartsick. He has been at her bedside. Today, mom was able to get out of bed and they shared a tender moment together. #loveislove https://t.co/CR1YxfytQQ","('WFH', 'Brooklyn', 'loveislove')",46,New York
99,99,2020-03-25 01:03:26+00:00,"I am sorry I had a stressful day of #wfh... #tiktok (go to tiktok for better angle!) @ New York, New York https://t.co/XXQYtNX3fP","I am sorry I had a stressful day of #wfh... #tiktok (go to tiktok for better angle!) @ New York, New York instagram.com/p/B-IzHKxDx9_s…","('wfh', 'tiktok')",0,New York
100,100,2020-03-24 22:50:01+00:00,"clocking out !
📸 karrueche 

•
#simpstyle #simpstyledotcom #fashion #ootd #instastyle #instafashion #fashionblogger #karruechetran #wfh @ Manhattan, New York https://t.co/OvR6uXQi0A","clocking out !
📸 karrueche 

•
#simpstyle #simpstyledotcom #fashion #ootd #instastyle #instafashion #fashionblogger #karruechetran #wfh @ Manhattan, New York instagram.com/p/B-Ij3Jcg0rU/…","('simpstyle', 'simpstyledotcom', 'fashion', 'ootd', 'instastyle', 'instafashion', 'fashionblogger', 'karruechetran', 'wfh')",0,New York
